NID,CCN,REPORTDATETIME,SHIFT,OFFENSE,METHOD,LASTMODIFIEDDATE,BLOCKSITEADDRESS,NARRATIVE,LATITUDE,LONGITUDE,CITY,STATE,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
656355,9003386,1/8/2009 12:00:00 AM,DAY,THEFT,BICYCLE,9/15/2009 7:03:24 AM,200 B/O RHODE ISLAND AVE NW,C-1 REPORTS THAT AN UNKNOWN PERSON(S) STOLE THE LISTED PROPERTY FROM THE LISTED LOCATION.,38.9147171965139,-77.0149851310962,WASHINGTON,DC,5,5C,5C03,FIFTH,501,21,NONE,NONE,NONE,NONE
671218,9026888,2/27/2009 12:00:00 AM,DAY,ADW,GUN,9/15/2009 7:03:24 AM,UNIT B/O IRVING ST NW,NO NARRATIVE IS AVAILABLE.,38.9311876820267,-77.0095241456543,WASHINGTON,DC,5,5C,5C07,FIFTH,501,21,NONE,NONE,NONE,NONE
671683,9028643,3/3/2009 12:00:00 AM,MID,THEFT F/AUTO,ATTEMPT,9/15/2009 7:03:24 AM,2100 B/O 15TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9185415759376,-77.0345993366455,WASHINGTON,DC,1,1B,1B04,THIRD,305,6,NONE,NONE,NONE,NONE
675757,9040749,3/28/2009 12:00:00 AM,MID,BURGLARY,2,9/15/2009 7:03:24 AM,UNIT B/O F ST NW,NO NARRATIVE IS AVAILABLE.,38.8973081360764,-77.0106631760166,,,6,6C,6C08,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
675904,9041369,3/29/2009 12:00:00 AM,MID,THEFT F/AUTO,2,9/15/2009 7:03:24 AM,2100 B/O 15TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9185415759376,-77.0345993366455,WASHINGTON,DC,1,1B,1B04,THIRD,305,3,NONE,NONE,14TH ST NW,NONE
676086,9041940,3/30/2009 12:00:00 AM,UNK,BURGLARY,2,9/15/2009 7:03:24 AM,200 B/O RHODE ISLAND AVE NW,NO NARRATIVE IS AVAILABLE.,38.9147171965139,-77.0149851310962,WASHINGTON,DC,5,5C,5C03,FIFTH,501,21,NONE,NONE,NONE,NONE
676760,9043043,4/2/2009 12:00:00 AM,EVN,THEFT F/AUTO,1,9/15/2009 7:03:25 AM,200 B/O RHODE ISLAND AVE NW,NO NARRATIVE IS AVAILABLE.,38.9147171965139,-77.0149851310962,WASHINGTON,DC,1,1B,1B01,THIRD,305,3,NONE,NONE,NONE,NONE
678091,9047021,4/9/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:25 AM,900 B/O RHODE ISLAND AVE NE,NO NARRATIVE IS AVAILABLE.,38.922217051454,-76.9931400297491,WASHINGTON,DC,5,5B,5B03,FIFTH,505,22,NONE,NONE,NONE,NONE
678093,9047033,4/9/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:25 AM,1800 B/O NEW YORK AVE NE,NO NARRATIVE IS AVAILABLE.,38.9172716043019,-76.9772378358998,WASHINGTON,DC,5,5B,5B09,FIFTH,505,22,NONE,NONE,NONE,NONE
678253,9047470,4/10/2009 12:00:00 AM,DAY,THEFT,2,9/15/2009 7:03:25 AM,1000 B/O WAHLER PL SE,NO NARRATIVE IS AVAILABLE.,38.8345836576052,-76.9905551827762,WASHINGTON,DC,8,8E,8E04,SEVENTH,706,39,NONE,NONE,NONE,NONE
678634,9049209,4/13/2009 12:00:00 AM,EVN,ROBBERY,GUN,9/15/2009 7:03:25 AM,200 B/O RHODE ISLAND AVE NW,NO NARRATIVE IS AVAILABLE.,38.9147171965139,-77.0149851310962,WASHINGTON,DC,5,5C,5C03,FIFTH,501,21,NONE,NONE,NONE,NONE
681667,9055092,4/25/2009 12:00:00 AM,UNK,ROBBERY,GUN,9/15/2009 7:03:25 AM,300 B/O T ST NW,NO NARRATIVE IS AVAILABLE.,38.9159457075218,-77.0166522341733,WASHINGTON,DC,1,1B,1B01,THIRD,305,3,NONE,NONE,NONE,NONE
683009,9058636,5/1/2009 12:00:00 AM,UNK,ADW,OTHER,9/15/2009 7:03:38 AM,700 B/O PENNSYLVANIA AVE SE,NO NARRATIVE IS AVAILABLE.,38.8844499872859,-76.9955764438628,WASHINGTON,DC,6,6B,6B02,FIRST,106,26,NONE,NONE,NONE,CAPITOL HILL BID
684024,9060788,5/6/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:25 AM,1400 B/O 42ND ST SE,NO NARRATIVE IS AVAILABLE.,38.868738809872,-76.9425502143132,WASHINGTON,DC,7,7E,7E02,SIXTH,605,34,NONE,NONE,NONE,NONE
684470,9060995,5/6/2009 12:00:00 AM,DAY,THEFT,BICYCLE,9/15/2009 7:03:25 AM,UNIT B/O F ST NW,NO NARRATIVE IS AVAILABLE.,38.8973081360764,-77.0106631760166,WASHINGTON,DC,6,6C,6C08,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
684837,9062465,5/9/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:25 AM,2100 B/O 15TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9185415759376,-77.0345993366455,WASHINGTON,DC,1,1B,1B04,THIRD,305,6,NONE,NONE,NONE,NONE
686563,9065595,5/15/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:25 AM,2800 B/O DENVER ST SE,NO NARRATIVE IS AVAILABLE.,38.8583498624958,-76.9665971095461,WASHINGTON,DC,7,7B,7B05,SIXTH,606,35,NONE,NONE,NONE,NONE
686828,9065678,5/15/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:25 AM,3000 B/O MASSACHUSETTS AVE SE,NO NARRATIVE IS AVAILABLE.,38.8793201091268,-76.9644843675462,WASHINGTON,DC,7,7A,7A07,SIXTH,605,34,NONE,NONE,NONE,NONE
686936,9066604,5/17/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:25 AM,200 B/O SAVANNAH ST SE,NO NARRATIVE IS AVAILABLE.,38.8414880201525,-77.0017819498017,WASHINGTON,DC,8,8C,8C04,SEVENTH,705,39,NONE,NONE,NONE,NONE
688185,9068287,5/20/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:25 AM,UNIT B/O 49TH ST NE,NO NARRATIVE IS AVAILABLE.,38.8903664467587,-76.9329483985462,WASHINGTON,DC,7,7C,7C03,SIXTH,602,33,NONE,NONE,NONE,NONE
688375,9068736,5/21/2009 12:00:00 AM,UNK,ROBBERY,ASSAULT W/INTENT,9/15/2009 7:03:25 AM,4700 B/O MINNESOTA AVE NE,NO NARRATIVE IS AVAILABLE.,38.9077665146214,-76.9344251774066,WASHINGTON,DC,7,7D,7D03,SIXTH,602,31,NONE,NONE,NONE,NONE
689444,9070889,5/25/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:25 AM,800 B/O T ST NW,NO NARRATIVE IS AVAILABLE.,38.915572101435,-77.0234567073177,WASHINGTON,DC,1,1B,1B01,THIRD,305,3,NONE,NONE,NONE,NONE
690683,9071316,5/26/2009 12:00:00 AM,EVN,BURGLARY,2,9/15/2009 7:03:25 AM,UNIT B/O F ST NW,NO NARRATIVE IS AVAILABLE.,38.8973081360764,-77.0106631760166,,,6,6C,6C08,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
693108,9076402,6/4/2009 12:00:00 AM,UNK,ADW,OTHER,9/15/2009 7:03:38 AM,600 B/O EDGEWOOD ST NE,NO NARRATIVE IS AVAILABLE.,38.9245326958876,-76.9972242093593,WASHINGTON,DC,5,5C,5C08,FIFTH,501,21,NONE,NONE,NONE,NONE
694235,9078591,6/8/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:25 AM,1500 B/O EAST CAPITOL ST,NO NARRATIVE IS AVAILABLE.,38.8897961955676,-76.9829165089391,WASHINGTON,DC,6,6B,6B08,FIRST,107,26,NONE,NONE,NONE,NONE
694262,9078677,6/8/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:25 AM,4600 B/O BENNING RD SE,NO NARRATIVE IS AVAILABLE.,38.886424347392,-76.9361044648726,WASHINGTON,DC,7,7E,7E04,SIXTH,604,33,NONE,NONE,NONE,NONE
694270,9078684,6/8/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:25 AM,400 B/O 14TH ST NE,NO NARRATIVE IS AVAILABLE.,38.8953096725533,-76.9855399856046,WASHINGTON,DC,6,6A,6A05,FIRST,103,25,NONE,NONE,NONE,NONE
694424,9078823,6/8/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:25 AM,1400 B/O RHODE ISLAND AVE NE,NO NARRATIVE IS AVAILABLE.,38.9249692747437,-76.9846733065742,WASHINGTON,DC,5,5B,5B04,FIFTH,502,22,NONE,NONE,NONE,NONE
694634,9079157,6/9/2009 12:00:00 AM,UNK,ADW,KNIFE,9/15/2009 7:03:25 AM,4600 B/O BENNING RD SE,NO NARRATIVE IS AVAILABLE.,38.886424347392,-76.9361044648726,WASHINGTON,DC,7,7A,7A01,SIXTH,604,33,NONE,NONE,NONE,NONE
695713,9080852,6/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:25 AM,700 B/O BAYLEY PL SE,NO NARRATIVE IS AVAILABLE.,38.8797030799128,-76.963938184104,WASHINGTON,DC,7,7A,7A07,SIXTH,605,34,NONE,NONE,NONE,NONE
698950,9085474,6/20/2009 12:00:00 AM,UNK,BURGLARY,2,9/15/2009 7:03:25 AM,UNIT B/O F ST NW,NO NARRATIVE IS AVAILABLE.,38.8973081360764,-77.0106631760166,WASHINGTON,DC,6,6C,6C08,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
700758,9087770,6/25/2009 12:00:00 AM,UNK,BURGLARY,2,9/15/2009 7:03:25 AM,800 B/O H R DR SE,NO NARRATIVE IS AVAILABLE.,38.829790207996,-76.9919954240184,WASHINGTON,DC,8,8E,8E07,SEVENTH,706,39,NONE,NONE,NONE,NONE
707426,9097248,7/11/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:25 AM,UNIT B/O FLORIDA AVE NE,NO NARRATIVE IS AVAILABLE.,38.9100525101224,-77.0073133633281,WASHINGTON,DC,5,5C,5C02,FIFTH,501,21,NONE,NONE,NONE,NOMA BID
707724,9097647,7/12/2009 12:00:00 AM,MID,ADW,OTHER,9/15/2009 7:03:25 AM,3500 B/O 22ND ST SE,NO NARRATIVE IS AVAILABLE.,38.8454314572921,-76.9727681830295,WASHINGTON,DC,8,8B,8B06,SEVENTH,704,38,NONE,NONE,NONE,NONE
708059,9098142,7/13/2009 12:00:00 AM,MID,ADW,OTHER,9/15/2009 7:03:25 AM,600 B/O CROISSANT PL SE,NO NARRATIVE IS AVAILABLE.,38.8804387127885,-76.9622868512873,WASHINGTON,DC,7,7A,7A03,SIXTH,605,34,NONE,NONE,NONE,NONE
709380,9099877,7/16/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:25 AM,4400 B/O 13TH PL NE,NO NARRATIVE IS AVAILABLE.,38.943547939453,-76.9872492397632,WASHINGTON,DC,5,5A,5A05,FOURTH,405,20,NONE,NONE,NONE,NONE
713196,9104635,7/25/2009 12:00:00 AM,UNK,ADW,OTHER,9/15/2009 7:03:25 AM,700 B/O GALLATIN ST NW,NO NARRATIVE IS AVAILABLE.,38.951955325639,-77.0229647469515,WASHINGTON,DC,4,4D,4D04,FOURTH,403,18,NONE,NONE,NONE,NONE
715201,9106804,7/28/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:25 AM,UNIT B/O 49TH ST NE,NO NARRATIVE IS AVAILABLE.,38.8903664467587,-76.9329483985462,WASHINGTON,DC,7,7C,7C03,SIXTH,602,33,NONE,NONE,NONE,NONE
717559,9109652,8/3/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:25 AM,3100 B/O ELLICOTT ST NW,NO NARRATIVE IS AVAILABLE.,38.9533058840686,-77.0638497808914,WASHINGTON,DC,3,3F,3F03,SECOND,203,12,NONE,NONE,NONE,NONE
720820,9111324,8/6/2009 12:00:00 AM,EVN,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:25 AM,2500 B/O N ST SE,NO NARRATIVE IS AVAILABLE.,38.875114264531,-76.9687403212582,WASHINGTON,DC,7,7A,7A07,SIXTH,605,34,NONE,NONE,NONE,NONE
720824,9111271,8/6/2009 12:00:00 AM,EVN,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:25 AM,5000 B/O SHERIFF RD NE,NO NARRATIVE IS AVAILABLE.,38.903506212419,-76.9286611818608,WASHINGTON,DC,7,7C,7C04,SIXTH,602,31,NONE,NONE,NONE,NONE
720834,9111230,8/5/2009 12:00:00 AM,EVN,THEFT F/AUTO,2,9/15/2009 7:03:25 AM,MINNESOTA AVE SE & PENNSYLVANIA AVE SE,NO NARRATIVE IS AVAILABLE.,38.8738265272899,-76.9714185089717,WASHINGTON,DC,8,8A,8A01,SIXTH,605,34,NONE,NONE,NONE,NONE
721735,9088655,6/26/2009 12:00:00 AM,UNK,SEX ABUSE,CHILD 1ST,9/15/2009 7:03:25 AM,200 B/O RHODE ISLAND AVE NW,"TO PROTECT THE VICTIM'S PRIVACY, THE NARRATIVE IS NOT AVAILABLE.",38.9147171965139,-77.0149851310962,WASHINGTON,DC,5,5C,5C03,FIFTH,501,21,NONE,NONE,NONE,NONE
725613,9116728,8/16/2009 12:00:00 AM,UNK,ROBBERY,GUN,9/15/2009 7:03:25 AM,4900 B/O BROOKS ST NE,NO NARRATIVE IS AVAILABLE.,38.892449271023,-76.9315470661148,WASHINGTON,DC,7,7C,7C03,SIXTH,602,33,NONE,NONE,NONE,NONE
727192,9117794,8/18/2009 12:00:00 AM,EVN,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:25 AM,300 B/O 51ST ST NE,NO NARRATIVE IS AVAILABLE.,38.8946398047977,-76.928046419557,WASHINGTON,DC,7,7C,7C03,SIXTH,602,31,50TH ST NE,50TH ST NE,50TH ST NE,NONE
730026,9120307,8/23/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:25 AM,8000 B/O EASTERN AVE NW,NO NARRATIVE IS AVAILABLE.,38.9874893318211,-77.0304025484153,WASHINGTON,DC,4,4A,4A02,FOURTH,401,16,NONE,NONE,NONE,NONE
731989,9122014,8/26/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:25 AM,1300 B/O SAVANNAH ST SE,NO NARRATIVE IS AVAILABLE.,38.8435448758867,-76.9873347753014,WASHINGTON,DC,8,8E,8E02,SEVENTH,705,38,NONE,NONE,NONE,NONE
733929,9124011,8/30/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:25 AM,2200 B/O RIDGE PL SE,NO NARRATIVE IS AVAILABLE.,38.8688607997767,-76.9735219322729,WASHINGTON,DC,8,8A,8A01,SIXTH,607,34,NONE,NONE,NONE,NONE
734436,9124430,8/31/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:25 AM,1300 B/O CONNECTICUT AVE NW,NO NARRATIVE IS AVAILABLE.,38.9099278028729,-77.0436067765966,WASHINGTON,DC,2,2B,2B02,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
734823,9124794,9/1/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:25 AM,1700 B/O WILLARD ST NW,NO NARRATIVE IS AVAILABLE.,38.9162874095453,-77.0400642151904,WASHINGTON,DC,2,2B,2B08,SECOND,208,6,NONE,NONE,NONE,NONE
735260,9125138,9/1/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:25 AM,1700 B/O 15TH ST NW,NO NARRATIVE IS AVAILABLE.,38.913350623665,-77.034548174736,WASHINGTON,DC,2,2B,2B04,SECOND,208,6,NONE,NONE,NONE,NONE
735309,9125203,9/1/2009 12:00:00 AM,UNK,BURGLARY,2,9/15/2009 7:03:38 AM,1200 B/O IRVING ST NE,NO NARRATIVE IS AVAILABLE.,38.9286487214401,-76.9895256724805,WASHINGTON,DC,5,5B,5B04,FIFTH,502,22,NONE,NONE,NONE,NONE
737834,9127734,9/6/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:25 AM,PHELPS PL NW & S ST NW,NO NARRATIVE IS AVAILABLE.,38.9140942190177,-77.0481184595379,WASHINGTON,DC,2,2D,2D02,SECOND,208,1,NONE,NONE,NONE,NONE
737858,9127733,9/6/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:25 AM,500 B/O NEAL PL NE,NO NARRATIVE IS AVAILABLE.,38.908414348125,-76.9975063739042,WASHINGTON,DC,5,5B,5B06,FIFTH,504,23,NONE,NONE,NONE,NONE
737890,9127780,9/6/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:25 AM,1600 B/O ALLISON ST NW,NO NARRATIVE IS AVAILABLE.,38.9450654036933,-77.0376204468913,WASHINGTON,DC,4,4A,4A08,FOURTH,404,18,NONE,NONE,NONE,NONE
738076,9127925,9/6/2009 12:00:00 AM,UNK,BURGLARY,2,9/15/2009 7:03:25 AM,1600 B/O HOLBROOK ST NE,NO NARRATIVE IS AVAILABLE.,38.905992128665,-76.9815936938747,WASHINGTON,DC,5,5B,5B07,FIFTH,504,23,NONE,NONE,NONE,NONE
738282,9127840,9/6/2009 12:00:00 AM,UNK,BURGLARY,1 ARMED,9/15/2009 7:03:25 AM,4900 B/O QUARLES ST NE,NO NARRATIVE IS AVAILABLE.,38.9085565487922,-76.9305792644323,WASHINGTON,DC,7,7C,7C07,SIXTH,602,31,NONE,NONE,NONE,NONE
738822,9128577,9/8/2009 12:00:00 AM,UNK,BURGLARY,2,9/15/2009 7:03:25 AM,1900 B/O 9TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9162805596657,-77.023966458656,WASHINGTON,DC,1,1B,1B01,THIRD,305,3,NONE,NONE,NONE,NONE
739094,9128824,9/8/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:25 AM,4600 B/O 49TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9503674134682,-77.0967585325694,WASHINGTON,DC,3,3E,3E02,SECOND,202,11,NONE,NONE,NONE,NONE
739159,9128879,9/8/2009 12:00:00 AM,UNK,SEX ABUSE,ADULT 1ST,9/15/2009 7:03:25 AM,1900 B/O CONNECTICUT AVE NW,"TO PROTECT THE VICTIM'S PRIVACY, THE NARRATIVE IS NOT AVAILABLE.",38.9163841097932,-77.0465190189637,WASHINGTON,DC,2,2D,2D02,SECOND,208,1,NONE,NONE,NONE,NONE
739288,9129001,9/9/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:25 AM,1800 B/O 12TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9148333838515,-77.0280798710095,WASHINGTON,DC,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
739447,9129205,9/9/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:25 AM,1200 B/O RAUM ST NE,NO NARRATIVE IS AVAILABLE.,38.90837449155,-76.9844506051455,WASHINGTON,DC,5,5B,5B05,FIFTH,504,23,NONE,NONE,NONE,NONE
739753,9129392,9/9/2009 12:00:00 AM,UNK,ROBBERY,FEAR,9/15/2009 7:03:25 AM,MARTIN LUTHER KING JR AVE SE & SUMNER RD SE,NO NARRATIVE IS AVAILABLE.,38.8593032861353,-76.995189723761,WASHINGTON,DC,8,8C,8C02,SEVENTH,703,37,NONE,NONE,NONE,NONE
739980,9129388,9/10/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:25 AM,4400 B/O FOOTE ST NE,NO NARRATIVE IS AVAILABLE.,38.8974888083556,-76.9384842654411,WASHINGTON,DC,7,7D,7D05,SIXTH,602,30,NONE,NONE,NONE,NONE
740234,9129992,9/11/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:38 AM,UNIT B/O DERBY LN SE,NO NARRATIVE IS AVAILABLE.,38.8848190388726,-76.9906295733552,WASHINGTON,DC,6,6B,6B04,FIRST,106,26,NONE,NONE,NONE,NONE
740239,9129998,9/11/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:38 AM,1700 B/O HOBAN RD NW,NO NARRATIVE IS AVAILABLE.,38.9129040173964,-77.0827575050204,WASHINGTON,DC,3,3D,3D09,SECOND,205,13,NONE,NONE,NONE,NONE
740242,9123563,8/28/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:38 AM,700 B/O 24TH ST NE,NO NARRATIVE IS AVAILABLE.,38.8995547629086,-76.9723346709762,WASHINGTON,DC,5,5B,5B12,FIFTH,504,23,NONE,NONE,NONE,NONE
740243,9129582,9/10/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:38 AM,1800 B/O 23RD ST SE,NO NARRATIVE IS AVAILABLE.,38.8673034734163,-76.9735322325117,WASHINGTON,DC,7,7B,7B03,SIXTH,607,34,NONE,NONE,NONE,NONE
740246,9130017,9/11/2009 12:00:00 AM,UNK,BURGLARY,1 ARMED,9/15/2009 7:03:38 AM,1200 B/O HALF ST SW,NO NARRATIVE IS AVAILABLE.,38.8755474917874,-77.0106772106994,WASHINGTON,DC,6,6D,6D06,FIRST,104,9,NONE,NONE,1ST ST SW & M ST SW,NONE
740252,9130013,9/11/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:38 AM,2100 B/O SUITLAND TER SE,NO NARRATIVE IS AVAILABLE.,38.8628962534156,-76.9492767536469,WASHINGTON,DC,7,7B,7B06,SIXTH,606,35,NONE,NONE,NONE,NONE
740254,9117631,8/17/2009 12:00:00 AM,EVN,THEFT,1,9/15/2009 7:03:38 AM,1000 B/O VERMONT AVE NW,NO NARRATIVE IS AVAILABLE.,38.9030998224675,-77.0334124611554,WASHINGTON,DC,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
740257,9130029,9/11/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:38 AM,900 B/O F ST NW,NO NARRATIVE IS AVAILABLE.,38.8973442398914,-77.0249687761644,WASHINGTON,DC,2,2C,2C03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
740259,9092007,2/1/2009 12:00:00 AM,UNK,SEX ABUSE,CHILD 1ST,9/15/2009 7:03:38 AM,4400 B/O HUNT PL NE,"TO PROTECT THE VICTIM'S PRIVACY, THE NARRATIVE IS NOT AVAILABLE.",38.9006660340089,-76.9379074880782,WASHINGTON,DC,7,7C,7C04,SIXTH,602,31,NONE,NONE,NONE,NONE
740260,9116693,8/16/2009 12:00:00 AM,UNK,THEFT,SHOPLIFTING,9/15/2009 7:03:38 AM,1300 B/O POTOMAC AVE SE,NO NARRATIVE IS AVAILABLE.,38.8796794254919,-76.9871704703379,WASHINGTON,DC,6,6B,6B07,FIRST,107,26,NONE,NONE,NONE,CAPITOL HILL BID
740262,9130027,9/11/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:39 AM,1800 B/O SUMMIT PL NW,NO NARRATIVE IS AVAILABLE.,38.9263071077008,-77.0423222757839,WASHINGTON,DC,1,1C,1C05,THIRD,303,1,NONE,NONE,NONE,NONE
740263,9130019,9/11/2009 12:00:00 AM,UNK,BURGLARY,2,9/15/2009 7:03:39 AM,2300 B/O 18TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9201255955791,-77.0418591511828,WASHINGTON,DC,1,1C,1C07,THIRD,303,1,NONE,NONE,NONE,ADAMS MORGAN BID
740265,9100864,7/17/2009 12:00:00 AM,UNK,SEX ABUSE,CHILD 2ND,9/15/2009 7:03:39 AM,600 B/O H ST NE,"TO PROTECT THE VICTIM'S PRIVACY, THE NARRATIVE IS NOT AVAILABLE.",38.9002037942895,-76.9973045567112,WASHINGTON,DC,6,6C,6C05,FIRST,102,25,NONE,NONE,NONE,NONE
740267,9130039,9/11/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:39 AM,UNIT B/O GESSFORD CT SE,NO NARRATIVE IS AVAILABLE.,38.8135293309966,-81.1374495153189,WASHINGTON,DC,6,6B,6B05,FIRST,106,26,NONE,NONE,NONE,NONE
740270,9130032,9/11/2009 12:00:00 AM,UNK,ROBBERY,CAR JACKING - GUN,9/15/2009 7:03:40 AM,800 B/O BARNABY ST SE,NO NARRATIVE IS AVAILABLE.,38.830777665331,-76.9929124277797,WASHINGTON,DC,8,8E,8E07,SEVENTH,706,39,NONE,NONE,NONE,NONE
740271,9143053,9/11/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:40 AM,2500 B/O MARTIN LUTHER KING JR AVE SE,NO NARRATIVE IS AVAILABLE.,38.8603731847946,-76.9944776048819,WASHINGTON,DC,8,8C,8C01,SEVENTH,703,37,NONE,NONE,NONE,NONE
740272,9130047,9/11/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:40 AM,3800 B/O FORDHAM RD NW,NO NARRATIVE IS AVAILABLE.,38.9397935746698,-77.0992039427561,WASHINGTON,DC,3,3D,3D03,SECOND,205,13,NONE,NONE,NONE,NONE
740274,9130046,9/11/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:40 AM,3100 B/O APPLE RD NE,NO NARRATIVE IS AVAILABLE.,38.9250276975944,-76.9632409874404,WASHINGTON,DC,5,5A,5A12,FIFTH,503,24,NONE,NONE,NONE,NONE
740277,9130057,9/11/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:40 AM,3500 B/O R ST NW,NO NARRATIVE IS AVAILABLE.,38.913636845216,-77.0701995865807,WASHINGTON,DC,2,2E,2E01,SECOND,206,4,NONE,NONE,NONE,NONE
740280,9130056,9/11/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:40 AM,1800 B/O K ST NW,NO NARRATIVE IS AVAILABLE.,38.9025254317421,-77.0425744044255,WASHINGTON,DC,2,2B,2B06,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
740283,9130054,9/11/2009 12:00:00 AM,UNK,ROBBERY,GUN,9/15/2009 7:03:40 AM,1600 B/O MARYLAND AVE NE,NO NARRATIVE IS AVAILABLE.,38.9013616403365,-76.9803947808839,WASHINGTON,DC,5,5B,5B10,FIFTH,504,23,NONE,NONE,NONE,NONE
740292,9130077,9/11/2009 12:00:00 AM,UNK,BURGLARY,2,9/15/2009 7:03:40 AM,3900 B/O PENNSYLVANIA AVE SE,NO NARRATIVE IS AVAILABLE.,38.8645131181177,-76.9486847182533,WASHINGTON,DC,7,7B,7B07,SIXTH,605,34,NONE,NONE,NONE,NONE
740302,9130098,9/11/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:40 AM,5200 B/O ILLINOIS AVE NW,NO NARRATIVE IS AVAILABLE.,38.953723294253,-77.0258761439591,WASHINGTON,DC,4,4D,4D04,FOURTH,403,18,NONE,NONE,NONE,NONE
